Train Loss,no train rows,Test Loss,No test rows,Time taken (M),Date,Time
4703250.893,675520,4619828.657,168896,2.64,16/01/2023,16:11:00
4701003.261,675520,4608502.385,168896,2.66,16/01/2023,16:12:00
4693962.533,675520,4620121.965,168896,2.67,16/01/2023,16:13:00
4684719.016,675520,4606900.503,168896,2.72,16/01/2023,16:15:00
4685721.021,675520,4598388.226,168896,2.7,16/01/2023,16:16:00
4679484.704,675520,4599875.011,168896,2.7,16/01/2023,16:17:00
4675408.672,675520,4591121.726,168896,2.7,16/01/2023,16:19:00
4672744.975,675520,4591861.672,168896,2.72,16/01/2023,16:20:00
4668126.081,675520,4592099.978,168896,2.7,16/01/2023,16:21:00
4664714.053,675520,4580203.878,168896,2.7,16/01/2023,16:23:00
4660619.072,675520,4621654.005,168896,2.69,16/01/2023,16:24:00
4653401.663,675520,4582011.785,168896,2.71,16/01/2023,16:25:00
4657050.037,675520,4571437.169,168896,2.71,16/01/2023,16:27:00
4649214.087,675520,4580779.901,168896,2.71,16/01/2023,16:28:00
4649276.59,675520,4570215.513,168896,2.68,16/01/2023,16:29:00
4646198.796,675520,4545534.2,168896,2.74,16/01/2023,16:31:00
4642481.445,675520,4550428.039,168896,2.74,16/01/2023,16:32:00
4644229.352,675520,4547463.666,168896,2.64,16/01/2023,17:13:00
4640770.228,675520,4545008.143,168896,2.71,16/01/2023,17:15:00
4634884.43,675520,4557128.353,168896,2.64,16/01/2023,17:16:00
4632297.322,675520,4549467.425,168896,2.66,16/01/2023,17:17:00
4628662.768,675520,4538623.294,168896,2.7,16/01/2023,17:19:00
4625666.939,675520,4565309.707,168896,2.67,16/01/2023,17:20:00
4626877.168,675520,4542829.328,168896,2.68,16/01/2023,17:21:00
4624751.536,675520,4529635.375,168896,2.68,16/01/2023,17:23:00
4622567.657,675520,4527266.609,168896,2.68,16/01/2023,17:24:00
4615920.852,675520,4519095.207,168896,2.7,16/01/2023,17:25:00
4617741.715,675520,4519014,168896,2.71,16/01/2023,17:27:00
4618512.411,675520,4509222.6,168896,2.69,16/01/2023,17:28:00
4612909.652,675520,4535231,168896,2.7,16/01/2023,17:29:00
4608562.321,675520,4513255.518,168896,2.68,16/01/2023,17:31:00
4609229.951,675520,4507412,168896,2.7,16/01/2023,17:32:00
4604735.395,675520,4518977.292,168896,2.72,16/01/2023,17:34:00
4604591.536,675520,4506115.212,168896,2.71,16/01/2023,17:35:00
4603830.528,675520,4514616.865,168896,2.71,16/01/2023,17:36:00
4600995.312,675520,4499778.785,168896,2.72,16/01/2023,17:38:00
4593668.142,675520,4496256.962,168896,2.71,16/01/2023,17:39:00
4595942.588,675520,4490361.072,168896,2.42,16/01/2023,18:19:00
4594454.121,675520,4517456.353,168896,2.63,16/01/2023,18:21:00
4591459.007,675520,4499788.874,168896,2.66,16/01/2023,18:22:00
4590831.872,675520,4487582.476,168896,2.64,16/01/2023,18:23:00
4592450.858,675520,4482663.188,168896,2.64,16/01/2023,18:25:00
4587715.508,675520,4497987.902,168896,2.67,16/01/2023,18:26:00
4578429.316,675520,4483359.893,168896,2.65,16/01/2023,18:27:00
4586544.621,675520,4486000.302,168896,2.66,16/01/2023,18:29:00
4577834.922,675520,4485654.098,168896,2.7,16/01/2023,18:30:00
4579444.341,675520,4470028.426,168896,2.69,16/01/2023,18:31:00
4573772.851,675520,4475438.799,168896,2.68,16/01/2023,18:33:00
4575235.925,675520,4486372.231,168896,2.67,16/01/2023,18:34:00
4573755.449,675520,4500274.163,168896,2.68,16/01/2023,18:35:00
4569935.196,675520,4486642.7,168896,2.7,16/01/2023,18:37:00
4572868.422,675520,4471002.145,168896,2.68,16/01/2023,18:38:00
4570106.07,675520,4486272.532,168896,2.7,16/01/2023,18:39:00
4571683.733,675520,4484733.937,168896,2.7,16/01/2023,18:41:00
4565257.766,675520,4469417.291,168896,2.7,16/01/2023,18:42:00
4564565.699,675520,4457630.656,168896,2.72,16/01/2023,18:43:00
4563862.274,675520,4452019.856,168896,2.71,16/01/2023,18:45:00
4563039.421,675520,4462915.665,168896,2.72,16/01/2023,18:46:00
4558086.655,675520,4464532.956,168896,2.7,16/01/2023,18:47:00
4550774.894,675520,4478394.724,168896,2.7,16/01/2023,18:49:00
4555486.742,675520,4462978.966,168896,2.72,16/01/2023,18:50:00
4450586.44,675520,4473676.649,168896,2.4,16/01/2023,18:53:00
4445369.521,675520,4450722.413,168896,2.6,16/01/2023,18:55:00
4440797.316,675520,4440012.536,168896,2.62,16/01/2023,18:56:00
4437671.98,675520,4437869.101,168896,2.64,16/01/2023,18:57:00
4436776.933,675520,4431606.004,168896,2.62,16/01/2023,18:59:00
4433014.674,675520,4431422.787,168896,2.64,16/01/2023,19:00:00
4427729.919,675520,4444057.937,168896,2.64,16/01/2023,19:01:00
4422964.648,675520,4417498.531,168896,2.65,16/01/2023,19:03:00
4421393.192,675520,4414581.552,168896,2.67,16/01/2023,19:04:00
4420413.272,675520,4427235.977,168896,2.66,16/01/2023,19:05:00
4417231.885,675520,4410393.996,168896,2.66,16/01/2023,19:07:00
4414768.631,675520,4412959.184,168896,2.67,16/01/2023,19:08:00
4412055.531,675520,4429742.422,168896,2.66,16/01/2023,19:09:00
4409998.43,675520,4422546.398,168896,2.68,16/01/2023,19:11:00
4523010.886,675520,4388003.168,168896,2.7,16/01/2023,23:48:00
4510768.97,675520,4389652.643,168896,2.89,16/01/2023,23:49:00
4509187.423,675520,4390088.079,168896,2.82,16/01/2023,23:50:00
4510562.736,675520,4392132.717,168896,2.86,16/01/2023,23:52:00
4506886.656,675520,4389703.635,168896,2.82,16/01/2023,23:53:00
4504258.527,675520,4387870.627,168896,2.85,16/01/2023,23:55:00
4497808.92,675520,4387979.91,168896,2.84,16/01/2023,23:56:00
4499312.406,675520,4387295.781,168896,2.86,16/01/2023,23:58:00
4500360.133,675520,4390532.825,168896,2.86,16/01/2023,23:59:00
